id,name,city,state,lat,lng,operator,usage_type,connector_type,power_kw,chargers_total,chargers_available,status,price_per_kwh,renewable_pct,grid_load,created_at,address,availability,contact,isValidated,issue,lattitude,longitude,notes,phones,pincode,pricing,stationid,type
st_0358,Sihla Energy - ChargeMOD,Mundur,Kerala,10.839491845338172,76.57999971285123,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.9,76.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0359,Lakshmi KRS EVCS - ChargeMOD,Sreekrishnapuram,Kerala,10.898080110436224,76.39529564847953,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,11.2,93.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0360,Evee Buddy - ChargeMOD,Lakkidi,Kerala,10.778142494678944,76.43743038448137,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,12.5,39.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0361,Kulappully KSEB EVCS - ChargeMOD,Kulappully,Kerala,10.77974600955646,76.28528085807898,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,6.8,56.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0365,Syndicate Mall and Cinemas,Koppam,Kerala,10.878265919428571,76.1876066172299,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,12.0,53.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0366,Medi Mall EVCS - ChargeMOD,Pattambi,Kerala,10.801586108398224,76.17840842985343,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,13.3,70.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0367,Koottanad KSEB EVCS - ChargeMOD,Kootanad,Kerala,10.75829320199584,76.13036645434083,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,7.6,87.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0370,Sihla Energy EVCS - ChargeMOD,Changaramkulam,Kerala,10.734551963997376,76.0486466862173,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,11.5,67.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0371,Kadharkkante Chayakkada - ChargeMOD,Changaramkulam,Kerala,10.732605539222304,76.03743007303852,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,12.8,84.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0372,Maranchery Bank EVCS - ChargeMOD,Maranchery,Kerala,10.733824066652744,75.97481311884229,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,7.1,30.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0374,Sihla Energy CV Junction,Ponnanu,Kerala,10.78474624498736,75.94715236357325,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.7,64.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0375,Ponnani KSEB EVCS - ChargeMOD,Ponnani,Kerala,10.772702625897848,75.94715150475236,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,11.0,81.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0381,SR Power Hub - ChargeMOD,Wadakkanchery,Kerala,10.644411306533499,76.2366523754647,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,4.0,2.0,limited,11.8,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0384,Executive EVCS - ChargeMOD,Kechery,Kerala,10.616626586395299,76.12578392344302,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,8.7,92.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0386,Core Multicusine Restaurant - ChargeMOD,Killannur,Kerala,10.605823669307211,76.21178763460574,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,11.3,55.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0387,Plug and Share Charge EVCS - ChargeMOD,Thrissur,Kerala,10.540561786051624,76.21568678106814,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,12.6,72.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0389,Vydyuthi Bhavan KSEB EVCS - ChargeMOD,Thrissur,Kerala,10.527794705960048,76.20534384591946,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,8.2,35.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0393,V8 Car Spa (EVOK) - ChargeMOD,Thrissur,Kerala,10.521332304786895,76.23075684655782,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,13.4,32.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0395,Guardian EV Charging Station by Imminent Future - ChargeMOD,Thrissur,Kerala,10.522036160727891,76.22756889930916,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,9.0,66.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0396,Anchorage AC - ChargeMOD,Mundupalam,Kerala,10.51150300660646,76.2211242647158,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,10.3,83.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0397,Flash Hub EVCS - ChargeMOD,Thrissur,Kerala,10.504451667440918,76.2253414703747,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,3.0,available,7.3,46.0,medium,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0400,Hotel Bhavan EVCS (EVOK) - ChargeMOD,Engandiyoor,Kerala,10.497688531804059,76.06464225925947,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,8.5,80.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0401,Surya Hotel (EVOK) - ChargeMOD,Chazhoor,Kerala,10.431569255270972,76.142559510641,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,9.8,26.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0403,Valappad KSEB EVCS - ChargeMOD,Valappad,Kerala,10.401732210974812,76.11933511778938,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,12.4,60.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0407,Nattika FIRKA Service Co-Operative Bank - ChargeMOD,Nattika,Kerala,10.402437782624176,76.11263307811235,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,2.0,available,10.6,57.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0409,Irinjalakkuda KSEB EVCS - ChargeMOD,Irinjalakkuda,Kerala,10.331423098125155,76.21526077419406,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,13.2,91.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0413,Changathikoottam EVCS - ChargeMOD,Nenmara,Kerala,10.593403340483874,76.58352519849984,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,11.4,88.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0414,Vadakkenchery KSEB EVCS - ChargeMOD,Vadakkenchery,Kerala,10.59723817456826,76.4798493658505,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,12.7,34.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0420,Plugin EVCS - ChargeMOD,Marathakkara,Kerala,10.476826918091616,76.25758184965241,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,offline,6.5,65.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0422,Topup Zone EVCS - ChargeMOD,Amballur,Kerala,10.433892384483272,76.26514871789954,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,9.1,28.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0423,EV Point EVCS - ChargeMOD,Kodakara,Kerala,10.380660869345943,76.29768618030681,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,0.0,busy,10.4,45.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0424,Korner EVCS - ChargeMOD,Thrissur,Kerala,10.367048481339792,76.31535658210883,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,11.7,62.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0426,Edassery Samrudhi Hypermarket (EVOK) - ChargeMOD,Chalakudy,Kerala,10.30310177272014,76.33704224327056,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,7.3,25.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0427,Indian Coffee House (EVOK) - ChargeMOD,Chalakkudy,Kerala,10.28934329936537,76.33706820135647,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,8.6,42.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0428,Clay House Hotel,Chalakkudy,Kerala,10.285574229385333,76.34237765373388,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,9.9,59.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0429,Hill View Resort (EVOK) - ChargeMOD,Athirappilly,Kerala,10.286039650950215,76.5585155754053,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,11.2,76.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0431,EVOK Charging Station - ChargeMOD,Angamaly,Kerala,10.21406147599896,76.37936728862815,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,6.8,39.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0432,Edassery Blue Bells EVCS - ChargeMOD,Angamaly,Kerala,10.197144124540088,76.38410959459151,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,8.1,56.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0434,Hotel Elite Palazzo,Angamaly,Kerala,10.189753400173174,76.38664227055722,ChargeMod (IN),Public - Membership Required,CCS (Type 2),50.0,3.0,2.0,limited,10.7,90.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0435,ChargeMOD EVCS Hub,Nedumbassery,Kerala,10.16955160052332,76.37225560702467,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,12.0,36.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0438,CIAL Terminal 3,Nedumbassery,Kerala,10.156586379443638,76.39193156471644,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,8.9,87.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0440,CIAL Terminal 1,Nedumbassery,Kerala,10.156867560906605,76.38897989990119,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,11.5,50.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0442,Capgo EVCS - ChargeMOD,Nedumbassery,Kerala,10.1599144837582,76.38915826754294,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,7.1,84.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0443,Jippus Galaxy EVCS - ChargeMOD,Nedumbassery,Kerala,10.161062057476384,76.38563077960612,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0,2.0,2.0,available,8.4,30.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0444,Airsuite Airport Hotel,Nedumbassery,Kerala,10.159295127176051,76.378522878571,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,9.7,47.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0445,North Paravoor KSEB EVCS - ChargeMOD,North Paravoor,Kerala,10.145632978293406,76.25690380565497,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,11.0,64.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0448,Dhruv EVCS - ChargeMOD,Kunnukara,Kerala,10.154913045890252,76.2860144477422,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,offline,7.9,44.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0450,Sulfex Mattress (EVOK) - ChargeMOD,Choornikkara,Kerala,10.081559652703303,76.33986741548817,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.5,78.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0451,EVM MG Motors Coastline Garage - ChargeMOD,Kochi,Kerala,10.077284480624044,76.3376412345441,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,11.8,95.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0452,Steelane (EVOK) - ChargeMOD,Kalamassery,Kerala,10.040433868452538,76.33852407332273,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,13.1,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0453,Kalamassery KSEB EVCS - ChargeMOD,Kalamassery,Kerala,10.053770034128176,76.33086763254079,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,7.4,58.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0457,Rajagiri College EVCS - ChargeMOD,Kalamassery,Kerala,10.052459248046603,76.31465630080953,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,4.0,available,12.6,55.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0460,Flash Charge - ChargeMOD,Edappally,Keral,10.02776086032486,76.31117443905742,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,9.5,35.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0462,Kaloor KSEB EVCS - ChargeMOD,Kaloor,Kerala,10.000241036861423,76.29842982467909,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,12.1,69.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0466,Gandhinagar KSEB EVCS - ChargeMOD,Kochi,Kerala,9.974192529648036,76.29368170309505,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.3,66.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0470,Chillax EVCS (EVOK) - ChargeMOD,Thammanam,Kerala,9.98500517840421,76.3160654318624,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,8.5,63.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0471,Evee Buddy - Memaid EVCS - ChargeMOD,Vyttila,Kerala,9.971684804361004,76.32415963358552,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,9.8,80.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0472,Broad Bean Hotel (EVOK) - ChargeMOD,Vyttila,Kerala,9.962667763402434,76.31821354245427,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,11.1,26.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0473,Vyttila KSEB EVCS - ChargeMOD,Vyttila,Keral,9.962901962801453,76.31922070618451,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,12.4,43.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0477,BYD EVM Southcoast Service Centre - ChargeMOD,Maradu,Kerala,9.94813498576815,76.3185017592293,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,4.0,4.0,available,10.6,40.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0478,EVM La Maison Citroen Kochi - ChargeMOD,Maradu,Kerala,9.940155100929145,76.31841841422022,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,11.9,57.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0480,LiON EVCS - ChargeMOD,Maradu,Kerala,9.94222521279606,76.33388510471883,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,7.5,91.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0482,Rajagiri Hospital EVCS - ChargeMOD,Aluva,Kerala,10.088031831505504,76.3890422078266,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.1,54.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0485,Raos EVCS - ChargeMOD,Thrippunithara,Kerala,9.93254634166027,76.3882939775574,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,busy,7.0,34.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0486,PPG Home EVCS - ChargeMOD,Thrippunithara,Kerala,9.932987601606115,76.38873573076705,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,8.3,51.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0489,We Connect EVCS - ChargeMOD,Kakkanad,Kerala,10.001801810427551,76.36151799279622,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,4.0,3.0,limited,12.2,31.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0490,Wonderla - Statiq,Pallikkara,Kerala,10.02602207094047,76.3919959661103,Statiq (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,6.5,48.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0493,Matha DC EVCS - ChargeMOD,Kizhakkambalam,Kerala,10.031936931279205,76.40749252320211,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,10.4,28.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0495,Hotel Oottupura (EVOK) - ChargeMOD,Perumbavoor,Kerala,10.130170867903814,76.47072020964066,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,13.0,62.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0496,Renvolt (EVOK) - ChargeMOD,Kothamangalam,Kerala,10.069470074742668,76.60263007017147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,7.3,79.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0497,Kothamangalam KSEB EVCS - ChargeMOD,Kothamangalam,Kerala,10.053980539499676,76.61538420232228,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,4.0,available,8.6,25.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0501,GATR PowerFin EVCS - ChargeMOD,Muvattupuzha,Kerala,9.979468552526953,76.55067812604801,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,2.0,limited,6.8,93.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0502,PlugMap EVCS by Evan and Eyan - ChargeMOD,Moovattupuzha,Kerala,9.978862993946649,76.58443995153965,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,8.1,39.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0504,Kabani International (EVOK) - ChargeMOD,Moovattupuzha,Kerala,9.979118267964807,76.58664022612703,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,offline,10.7,73.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0506,Pineapple City EVCS - ChargeMOD,Thodupuzha,Kerala,9.946157359688044,76.6356309994008,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,13.3,36.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0507,Hotel Woodlands - ChargeMOD,Thodupuzha,Kerala,9.91734069694752,76.68758141119349,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,7.6,53.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0509,Thodupuzha KSEB EVCS - ChargeMOD,Thodupuzha,Kerala,9.892123471651985,76.7085305288831,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,10.2,87.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0513,EQ EV Nest - ChargeMOD,Karimkunnam,Kerala,9.863113531376897,76.6970905245609,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,8.4,84.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0515,Royal EV Charging - ChargeMOD,Koothattukulam,Keraka,9.856562504416216,76.59656979753363,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,11.0,47.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0518,EQ ChargeMate - ChargeMOD,Thalayolaparambu,Kerala,9.79885081745235,76.4598873830646,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,7.9,27.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0522,BMW EVM Autokraft Service Center - ChargeMOD,Kochuveli,Kerala,8.502329327755106,76.89772557160752,ChargeMod (IN),Public - Membership Required,CCS (Type 2),24.0,3.0,2.0,limited,13.1,95.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0523,ChargeMOD EVCS,Thiruvananthapuram,Kerala,8.357873853342397,77.07294497953485,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40.0,2.0,1.0,limited,7.4,41.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0524,Emily By JDaniels,Poojappura,Kerala,8.49497477821879,76.97756797546737,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,8.7,58.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0525,Nuke EVCS - ChargeMOD,Sreekaryam,Kerala,8.548542374667107,76.91829327971475,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,0.0,offline,10.0,75.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0527,Electro Zone EV Fast Charging Station - ChargeMOD,Karyavattom,Kerala,8.560820152303819,76.89816463865814,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,12.6,38.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0528,Akshaya EV Fast Charging Station - ChargeMOD,Kazhakuttom,Kerala,8.565300166377725,76.87444738407987,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,1.0,0.0,busy,6.9,55.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0530,Hybrid Cars Kazkakuttom - ChargeMOD,Kazhakuttom,Kerala,8.55244958936157,76.87447235946559,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.5,89.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0531,Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222066856,76.85385688839403,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,10.8,35.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0535,EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.68430398680107,76.8954826387343,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,9.0,32.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0538,Palm Peats (EVOK) - ChargeMOD,Erattupetta,Kerala,9.690678968394721,76.7745897285775,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,12.9,83.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0539,Flour Mill (EVOK) - ChargeMOD,Pala,Kerala,9.711918348051457,76.6932444958519,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,7.2,29.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0540,Jim and Jims EVCS - ChargeMOD,Pala,Kerala,9.69162379783492,76.64031694680193,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,1.0,0.0,busy,8.5,46.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0542,Alpha Hangout Play World,Ettumanoor,Kerala,9.66116385221578,76.55132832762774,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,3.0,2.0,limited,11.1,80.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0543,Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209424424,76.52440170126067,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,12.4,26.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0546,Indraprastha Hotel (EVOK) - ChargeMOD,Kottayam,Kerala,9.601836959255364,76.5321590128982,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,9.3,77.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0547,Charge n Fresh EVCS - ChargeMOD,Kottayam,Kerala,9.5862574882092,76.58841522125499,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,1.0,limited,10.6,94.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0549,Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064906573704,76.51423132822606,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,3.0,limited,13.2,57.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0553,Amma Restaurant,Alappuzha,Kerala,9.519932044528945,76.32752164445753,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,4.0,1.0,limited,11.4,54.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0554,Thankamanys EV Fast Charging Station - ChargeMOD,Alappuzha,Kerala,9.505147465480917,76.3283259818874,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,12.7,71.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0555,Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.42561690304693,76.34677264043891,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,0.0,busy,7.0,88.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0558,Pathalil EVCS - Charge MOD,Nedumkunnam,Kerala,9.506164435852696,76.65233361498814,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,3.0,2.0,limited,10.9,68.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0559,JJ E Fills - ChargeMOD,Changanassery,Kerala,9.45225032580369,76.54723889833599,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0,2.0,1.0,limited,12.2,85.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0561,Wealfro EV Hub,Thiruvalla,Kerala,9.42107626726309,76.54613416788874,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40.0,4.0,2.0,limited,7.8,48.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0562,Anand Hypermarket - ChargeMOD,Thiruvalla,Kerala,9.373321982204288,76.56481064983558,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0,3.0,2.0,limited,9.1,65.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
st_0563,Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.36752588026147,76.49951805750726,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0,2.0,2.0,available,10.4,82.0,low,2026-09-12 10:07:06,,,,,,,,,,,,,
